brand,description,generique,image,model,title,url
,Coffret de 85 embouts Magnusson dot dune poigne ergonomique pour une prise en main confortable Sa lame en alliage dacier dure longtemps mme aprs une utilisation rpte Ce coffret rassemble les tailles courantes pour satisfaire un large ventail de besoins de fixation Couleur Noir et orange Nom du modle SCS38 Usage Vissage Poids net 148 kg Poigne confort Fourni avec 56 embouts 25 mm Rainurs 4 mm 45 mm 5 mm 55 mm 6 mm 65 mm 8 mm Philips 2 PH1 2 PH2 2 PH3 Pozidriv 2 PZ1 2 PZ2 2 PZ3 Torx 2 T8 2 T10 2 T15 2 T20 2 T25 2 T27 2 T30 2 T40 Torx T8H T10H T15H T20H T25H T27H T30H T40H Tamper Torx hexagonaux 3 mm 4 mm 5 mm 6 mm 8 mm carrs S1 S2 XZN M5 M6 M8 hexagonaux 3 mm 4 mm 5 mm inviolables 15 embouts 90 mm Rainurs 4 mm 55 mm 65 mm Philips PH1 PH2 PH3 Pozidriv PZ1 PZ2 PZ3 Torx T10 T15 T20 T25 T30 hexagonaux 3 mm 8 tourne crous 6 mm 7 mm 8 mm 9 mm 10 mm 11 mm 12 mm 13 mm adaptateur dembout coupleur porte embouts magntique 60 mm adaptateur de douille embout spcial en Y et poigne en T Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,douille,,,Coffret de 85 embouts en acier S2 et poigne ergonomique Brico Dpt,https://www.bricodepot.fr/catalogue/coffret-de-85-embouts-en-acier-s2-et-poignee-ergonomique/prod51911/
mab,Un kit doutils Magnusson de grande qualit pour effectuer tous les travaux domestiques essentiels Il est compos de 63 pices Numro du modle TK04 Adapt rparations quotidiennes travaux lectriques dcoration projets de construction et tches lis au bois Rsistant la rouille Poids net 350 kg CAFR garantie 2 ans Contient 5 tournevis SL35 x 75 mm SL55 x 100 mm SL65 x 150 mm PZ1 x 100 mm PZ2 x 125 mm 1 pince bec long 200 mm 1 pince coupante latrale 160 mm 1 cl molette 8 25 mm 1 scie mtaux junior 1 couteau lame fixe 5 lame de couteaux multifonction 1 pince ressort 1 niveau Torpedo 225 mm 9 cls mles 15 mm 2 mm 25 mm 3 mm 4 mm 5 mm 6 mm 8 mm 10 mm 1 mtre ruban 5 m 1 ciseaux 210 mm 1 lime mi ronde moyenne 200 mm 1 arrache clous 16 oz 1 porte embout 32 embouts de tournevis au chrome vanadium 32 x 25 mm PH0 PH1 PH2 PH3 PZ0 PZ1 PZ2 PZ3 SL3 SL4 SL5 SL6 SL7 T10 T15 T20 T25 T27 T30 T40 TAMPERPROOF T10 T15 T20 T25 T27 T30 T40 H2 H3 H4 H5 H6 et 1 sac outil Dtails de garantie commerciale Kit doutils garanti vie Mtre ruban garantie 5 ans sac et consommables lames de couteau lames de scie mtaux embouts de tournevis non garantis Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,f,Sac outils de transport et ses 63 pices Brico Dpt,https://www.bricodepot.fr/catalogue/sac-a-outils-de-transport-et-ses-63-pieces/prod51910/
unique,Cette scie guichet double face Magnusson 150 mm dote de dents sur les deux cts de la lame pour des manuvres faciles lors de la coupe de plaques de pltre et cloisons sches Dents pointe dure triple biseau 7 TPI Manche bi matire Lame en acier tremp haute frquence qui offre une coupe prcise Longueur du produit 330 mm Largeur du produit 30 mm Longueur de lame 1524 mm Dimensions du produit L 330 mm x l 30 mm Garantie vie poigne uniquement Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,ms,Scie guichet 150 mm SW38 Brico Dpt,https://www.bricodepot.fr/catalogue/scie-a-guichet-150-mm-sw38/prod51886/
asp,Lot de 2 marteaux HM53 menuisier 25 mm et mcanicien 35 mm Un marteau de 9 oz et un marteau de 172 oz Couleur Noir et orange Longueur du produit 316 mm Poids 125 kg Finition Peinte Aspect Polie Tte de loutil en acier au carbone Longueur de la tte 104 mm Manche bi matire avec fibre de verre Poigne souple absorbant les chocs Traitement thermique et trempage pour un maximum de rsistance et de durabilit Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,asp,Lot de 2 marteaux 60 mm HM53 Brico Dpt,https://www.bricodepot.fr/catalogue/lot-de-2-marteaux-60-mm-hm53/prod51877/
asp,Marteau de charpentier 700 g HM50 dot dun ct arrire en forme de hachette pour couper travers les cloisons sches pour crer un espace dinstallation Couleur Noir et orange Longueur du produit 400 mm Finition Peinte Aspect Polie Traitement thermique Fibre de verre polypropylne PP et lastomre thermoplastique TPE Poigne souple Tte de loutil en acier au carbone Longueur de la tte 170 mm Poids 247 oz Traitement thermique et trempage pour un maximum de rsistance et de durabilit Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,asp,Marteau de charpentier 700 g HM50 Brico Dpt,https://www.bricodepot.fr/catalogue/marteau-de-charpentier-700-g-hm50/prod51876/
asp,Marteau dlectricien 16 mm HM49 polyvalent et idal pour une utilisation dans les espaces troits La face de frappe en forme de U permet de travailler prs des plafonds et des coins sans laisser de marques sur les surfaces environnantes Couleur Noir et orange Longueur du produit 252 mm Poids 290 g Finition Peinte Aspect Polie Tte de loutil en acier au carbone Longueur de la tte 125 mm Poids de la tte 63 oz Fibre de verre Poigne souple absorbant les chocs Traitement thermique et trempage pour un maximum de rsistance et de durabilit Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,asp,Marteau dlectricien 16 mm avec tte en acier carbone HM49 Brico Dpt,https://www.bricodepot.fr/catalogue/marteau-delectricien-16-mm-avec-tete-en-acier-carbone-hm49/prod51875/
asp,Marteau arrache clous de 16 oz HM01 tte forge et laque noire avec des faces polies conues pour une durabilit maximale Il est dot dune prise souple ergonomique pour plus de confort pendant le travail vous permettant un contrle total pendant toutes les tches La forme de la griffe peut tre utilise pour lever les lames de plancher ou dautres endroits o un levier est ncessaire et intgre une dcoupe en V pour tirer les clous du bois Couleur Noir Longueur du produit 335 mm Finition Peinte Aspect Polie Traitement thermique Tube dacier et chlorure de polyvinyle PVC Poigne souple Longueur de tte 30 mm Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,asp,Marteau arrache clous 450 g HM01 Brico Dpt,https://www.bricodepot.fr/catalogue/marteau-arrache-clous-450-g-hm01/prod51871/
,Dimensions du produit L 170 x l 60 x H 25 mm Couleur orange et jaune acier au chrome vanadium Cr V finition nickel manche bi matire poigne confortable en polypropylne PP et caoutchouc thermoplastique TPR Capacit de coupe 12 14 mm Adapt coupe dacier doux de calibre 18 07 12 mm Dot de poignes isoles antidrapantes et de bords chanfreins tremps par induction Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,calibre,,,Pince coupe cble isole vde 1000 V Brico Dpt,https://www.bricodepot.fr/catalogue/pince-coupe-cable-isolee-vde-1000-v/prod51857/
,Mtre ruban Magnusson 3 m x 16 mm Ce mtre ruban de 3m Magnusson est dot dun botier en TPR caoutchouc thermoplastique pour une prise en main confortable et dune bute darrt automatique pour une facilit dutilisation Nom du modlenumro MS54 Adapt Pour mesurer des distances courtes Longueur du mtre ruban 3m Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,automatique,,,Mtre ruban 3 m MS54 Brico Dpt,https://www.bricodepot.fr/catalogue/metre-ruban-3-m-ms54/prod51832/
,Ce mtre ruban Magnusson 5 m x 19 mm est dot dun botier en TPR caoutchouc thermoplastique pour une prise en main confortable et dune bute darrt automatique pour une facilit dutilisation Il est parfait pour mesurer des distances courtes Poids 230 g Matire nylon Prcision de mesure 02 mm Systme mtrique Ruban gradu rectoverso Garantie 5 ans Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,automatique,,,Mtre ruban 5m x 19mm MS49 Brico Dpt,https://www.bricodepot.fr/catalogue/metre-ruban-5m-x-19mm-ms49/prod51824/
,10 lames de cutter 9mm Ces lames de couteau sont destines un usage gnral intensif L120 mm EP 04 mm l 9 mm Matire Acier Usage Papier plastique et chlorure de polyvinyle PVC Lame remplaable Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,9 mm,,,Lot de 10 lames de cutter en acier 9 mm Brico Dpt,https://www.bricodepot.fr/catalogue/lot-de-10-lames-de-cutter-en-acier-9-mm/prod51823/
,Dimensions et poids du produit L 30 x l 65 x H 105 mm 50 g Matire acier au chrome vanadium Cr V Douille standard mixte 4 points de contact La tte dentranement de la cl cliquet et des accessoires peut tre transfre de 12 38 et de 38 14 Bille ressort sur ladaptateur pour fixer la douille Avec moletage crois Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,Douille,,,Lot de 2 douilles adaptateur Brico Dpt,https://www.bricodepot.fr/catalogue/lot-de-2-douilles-adaptateur/prod51820/
asp,Coffret douilles chanfreinage 6 pices pour un positionnement facile sur les outils de vissage et les fixations Les grands marquages estampills de la taille facilitent lidentification de la taille de la douille durable dans le temps et facile nettoyer pour le retrait facile de lhuile et la salet Matire Acier au chrome vanadium Cr V Aspect Satin 6 points de contact Adapt aux espaces de travail confins Mtrique Dimensions du produit L 205 x l 60 x H 25 mm Poids du produit 280 g Jeu de douilles embout 38 T10H T15H T20H T25H T30H T40H et rail en acier 178 mm Ne convient pas aux outils pneumatiques Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,douille,,asp,Coffret douilles de scurit mixtes 6 pices Brico Dpt,https://www.bricodepot.fr/catalogue/coffret-a-douilles-de-securite-mixtes-6-pieces/prod51814/
,Douille standard mixtes Magnusson 67 pices Recommand pour les tches de rparation quotidiennes Nom du modlenumro MT95 Longueur du produit 95 mm Taille de lempreinte dune douille Mixte Systme mtrique ou imprial Mtrique 12 douilles 6 pans 14 4 mm 13 mm 11 douilles 12 pans 38 10 mm 22 mm 2 barres dextension de 14 2 et 4 1 douille coulissante 14 1 adaptateur universel 14 1 cl cliquet 14 1 tournevis porte embouts 14 1 adaptateur universel 34 1 cl cliquet 38 2 barres dextension de 38 6 et 10 2 douilles bougies 38 16 mm et 21 mm 1 coupleur 14 30 embouts de 25 mm 1 adaptateur 3 voies 38 mle x femelle Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,Douille,,,Coffret douilles 14 38 67 pices Brico Dpt,https://www.bricodepot.fr/catalogue/coffret-a-douilles-14-38--67-pieces/prod51812/
,Coffret douilles 14 12 de 94 pices avec mallette de transport Recommand pour les tches de rparation quotidiennes Avec moletage crois Cl cliquet avec une bonne prhension Matire Acier au chrome vanadium Cr V Standard et longue Mixte 12 points de contact Mtrique Desserrage et serrage de boulons ou de vis dans la maintenance de moteur et les utilisations domestiques gnrales Dimensions L 100 x l 435 x H 275 mm Poids 65 kg Contient 13 douilles 6 pans 4 14 mm 18 douilles 6 pans 10 24 27 30 32 mm 8 douilles longues 6 13 mm et 4 longues 14 15 17 19 mm 2 cls cliquet et 1 tournevis porte embout 2 rallonges 125 250 mm 1 adaptateur 38 2 2 rallonges 50 100 mm 2 douilles extensibles 12 16 21 mm 2 adaptateurs et 1 cardan 1 rallonge flexible 1 embout adaptateur 63 mm 1 douille extensible 13 mm 8 mm 4 cls mles 127 15 20 25 mm 17 embouts 6 mm et 15 embouts 30 mm Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,douille,,,Coffret douilles 14 12 94 pices Brico Dpt,https://www.bricodepot.fr/catalogue/coffret-a-douilles-14-12-94-pieces/prod51813/
asp,Marteau de mcanicien 30 mm HM44 dot dune panne ronde idale pour le faonnage du mtal la fermeture de rivets et larrondissement des bords sur les broches et fixations mtalliques Couleur Noir et orange Longueur du produit 297 mm Poids 530 g Finition Peinte Aspect Polie Tte de loutil acier au carbone Longueur de tte 95 mm Fibre de verre Poigne souple absorbant les chocs Traitement thermique et trempage pour un maximum de rsistance et de durabilit Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,asp,Marteau de mcanicien 30 mm HM44 Brico Dpt,https://www.bricodepot.fr/catalogue/marteau-de-mecanicien-30-mm-hm44/prod51800/
asp,Le marteau arrache clous de 16 oz Magnusson HM02 forg en acier tremp est dot dune poigne souple bi matire conue pour absorber les chocs et rduire les vibrations Idal pour une utilisation quotidienne pour les tches lgres et moyennes Tte en acier tremp traitement thermique et haute teneur en carbone Couleur Noir et orange Longueur du produit 330 mm Aspect Polie Longueur de tte 130 mm Poids 16 oz Manche bi matire avec fibre de verre Panne incurve pour faciliter lextraction de clou Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,asp,Marteau arrache clous 453 g HM02 Brico Dpt,https://www.bricodepot.fr/catalogue/marteau-arrache-clous-453-g-hm02/prod51802/
asp,Le marteau arrache clou de 20 oz Magnusson HM03 forg en acier tremp est dot dune poigne souple bi matire conue pour absorber les chocs et rduire les vibrations Idal pour une utilisation quotidienne pour les tches lgres et moyennes Panne incurve pour faciliter lextraction de clou Tte en acier tremp traitement thermique et haute teneur en carbone Couleur Noir et orange Longueur du produit 335 mm Aspect Polie Longueur de tte 135 mm Poids de la tte 20 oz Manche bi matire avec fibre de verre Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,asp,Marteau arrache clous 567 g HM03 Brico Dpt,https://www.bricodepot.fr/catalogue/marteau-arrache-clous-567-g-hm03/prod51801/
mab,Massette dpinceur 1 kg HM29 idal pour les petits travaux de dmolition le clouage de maonnerie et pour une utilisation avec un burin en acier lors de la coupe de pierre ou de mtal Poigne souple absorbant les chocs Traitement thermique et trempage pour un maximum de rsistance et de durabilit Longueur du produit 256 mm Couleur Noir et orange Finition Peinte Aspect Polie Tte de loutil en acier carbone Longueur de tte de loutil 95 mm Manche bi matire avec fibre de verre Les consommables embouts et lames ne sont pas garantis Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,,,f,Massette dpinceur 1 kg HM29 Brico Dpt,https://www.bricodepot.fr/catalogue/massette-depinceur-1-kg-hm29/prod51793/
